,article,date,comments
1320,그냥 괜찮아. 너 혼자 아니야. 이거 한마디면 되는데,19/11/25 02:27,['익명이지만 쓰니분 혼자 아니에요 다 괜찮을거에요']
1321,조울증이라 죽을거 같이 힘들어도 예비군은 가야하나?하....,19/11/22 22:13,[]
1322,2년 가까이 고민했는데다음주에 정말 병원가서 진단 받아보려고 해근데 조금 무서워마음의 어딘가가 아픈거라면 그건 그거대로 무섭고아프지 않은데 이런거라면 정말 나란 사람이 더 싫어질 것 같아서 무섭고이러다 결국 또 병원에 못 가보고 무기력하고 의미없는 삶을 살게 될까봐 무서워,19/11/22 01:02,"['병원가. 응원할게', '많이 고마워', '막상 병원갈 결심하기 힘든거 진짜 잘 알고있는데 정말 응원한다 이 결심 꼭 그대로 가지고 병원가서 진단 받아봐 처음이 무섭지 정말 별거 아니고 약이나 상담받으면서 점점 나아지는 모습을 보면 내가 전에는 왜 그렇게까지 생각/행동 하면서 잠겨 있었을까 그런 생각도 들고 그러더라', '따듯한 댓 고마워.. 잘 갔다올게', '병원 가시는걸 추천드려요. 하지만 약을 드시게 된다면 모두가 그런건 아니지만 약을 오래 달고 살게 되더라구요', '그렇군요..댓 감사합니다', '갑자기 부정적인 말 해서 죄송해요. 하지만 병원 가는건 정말 추천드려요. 나한테 솔직한거잖아요 :}']"
1323,밤만 되면 너무 우울해서 살수가 없다...낮에는 친구도 많고 약속도 많아서 그나마 살만한데밤마다 찾아오는 우울감때문에 죽고싶다...병원에 가면 해결되나...ㅜ,19/11/21 04:37,['나도 그래...정말 힘들다 그지']
1324,자기애 우울증 있는 사람..힘들다,19/11/20 21:12,"['나야나 아까도 잠깐 죽고싶단 생각 듦', '오픈카톡할래?', '근데 난 항상 우울한 케이스는 아닌데 괜찮아????', '조울아니야?ㅋㅋㅋㅋㅋ나도 조울인데', '아 ㅋㅋㅋㅋ 살짝 충격적이다 댓글 보고 곰곰히 생각해봤는데 나 조울인 거 같기도 하고 ㅋㅋㅋ  정도가 아주 심한 거 같지는 않은데 그래도 힘들긴 하다 ㅠ', '친구들이랑 이야기하거나 그럴땐 미친듯이 웃고 그러는데 혼자 있을 때나 비올때 침울하거나 소행성에 고립된 기분..난 그래ㅋㅋ', '아 나두 좀 그런 편..!! 사람들이랑 얘기할 때 진짜 잘 웃는데 가끔 이유없이 우울해져..', '오늘 기분은 어때 난 오늘은 뭐 괜츈', '난 내가 이런성향인걸 안뒤로 내가 혐오스러워졌어ㅋㅋ그러니까 더 다가가기 쉽지않더라', '아 사람들한테 다가가기가 쉽지 않아졌다는 거야?', '응응..이게 나라는 사람은 자존감 자아가없고타인한테 자존감 얻는 성격이라고 인터넷에 봐서', 'ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ와 왜 이것도 내 얘기같을까.. 타인한테 자존감 얻는 성격..', '이게 자의든 타의든 자기내면이 공허해서 타인에게 자존감을 훔치는 거래 나는 그래서 충격먹음...내가그런거같아서(너가 그런게 아니니까 오해 놉놉)']"
1325,모두좋은건 좋고 싫은건 싫다고하기힘든일을 겪고있으면 억지로 웃으면서 아무렇지 않다고 설득하지말고 자신에게 솔직해지기글을 쓰거나 조금 쉬거나 생각하면서 마음을 비우기남에게는 아무런 내색없이 살아가도되지만내가 힘든건 내 스스로 자각하면서 내자신을 더 사랑하기아픈것도 힘든것도 괜찮고 당연한데자신에게 굳이 거짓말할 필요가 없잖아많은 날을 시달려서 알겠지만오늘은 최고의 날도 최악의 날도 아니라는것,19/11/19 19:46,['힘내요 우리😌']
1326,너무 우울한데 오랜만에 술 먹었더니 우울한 감정이 사라지고 평범한 내가 돌아온 것 같았음잠도 잘 오고 오랜만에 숙면도 함버릇 되면 알콜 중독 지름길인가 ㄹㅇ 내일도 먹고 싶은데,19/11/19 01:33,['적당히 조절 하면서 마시자구~']
1327,나 좀 말려주라또 자해하고 싶어 미치겠다,19/11/17 23:12,"['어떻게하려고? 여기다가 계획을 적어봐', '유투브에서 동물 영상봐!!']"
1328,나는 돈도 없고 시간도 없다돈이 없어 금토일 쉬는날 알바 뛰어 한달 쓸 돈 겨우 40과제는 해야하고 몸은 힘들고 그동안은 몸이 2개 였다면 좋겠다는 생각이였지만 이제는 내가 사라졌으면한다남들은 해외여행도 잘 가고 놀러도 잘 다니는데 나는 왜 이럴까같은 20대인데 나는 이렇게 가난하고 힘든데 너무 자괴감 느껴진ㄷ,19/11/16 14:37,[]
1329,머리도 너무 아프고 너무 우울해서 하루종일 잤다이제는 모르겠다 그냥 다,19/11/15 22:15,[]
1330,내인생은 대체 어디부터 잘못된 걸까,19/11/15 02:07,[]
1331,술 계속마시는데 존나맛없다 하면서 또마심,19/11/14 12:30,[]
1332,나 너무 살기 힘들어,19/11/12 23:23,['많이 힘들구나']
1333,죽으려고 했는데 실패한사람 있어?그 때 느꼈던 감정이 있으면 공유해줄수있겠니,19/11/11 19:11,[]
1334,무기력.불안.강박에서 벗어나 평범하게 사는것.. 그게  왜 나에게는 힘든걸까 나도 평범하게 웃고 살고싶다 난 왜 이렇게태어났을까..,19/11/10 22:05,[]
1335,술마시니깐 좀 낫다ㅎㅎ,19/11/10 11:52,"['술 마시지마ㅜㅜ', '알콜의존증 조심하세요.']"
1336,적게 생각하고 많이 움직이자,19/11/10 01:26,['지금기운내서 달리러나간다..']
1337,두려움이너무많아 모든일이 버겁다..,19/11/09 10:07,[]
1338,난 내 능력을 보고 다가오는 사람들이 싫어내가 무능해지면 떠나갈테니까,19/11/08 03:39,[]
1339,저번에 가족이랑 같이 병원 갔을 때 생각 난다. 의사쌤 설명 들으면서 우울증은 가족력이라고 그럴 때 없었어요? 하는데 울컥하더라. 저도 그래요. 라고 하고 싶었는데 이미 아픈 사람 옆에서 티 내고 싶지 않고 무서워서 못 했어.,19/11/04 15:00,[]
1340,아이유 노래 너무 좋아 잔잔하게 위로해주어 고마워,19/11/02 01:26,[]
1341,나는 사랑이 넘치는 사람이다많은 사람들에게 이걸 주고 싶었고 줬다처음엔 돌아오는게 없어도 좋았다 그사람들이 그걸 바닥에 버려도 미련하게 꾸역꾸역 줏어 담았다내 사랑이 어떤이에게는 부담이 될 수 있다는걸 너무잘 알아서 항상 조심했다 그사람들이 나를 미워하지 않을 정도로 조금씩 줬다넘치는 사랑들은 금방 갈곳을 잃어버렸다그사람들의 나에 대한 좋아함은 내가 그들에 대한 좋아함과 달랐다상처받는것이 잘못된걸 알면서도계속 아파할 수밖에 없었다할 수 있는게 아파하는 것 밖에 없었다넘치던것들은 이제 내 턱끝까지 차올라왔다의식적으로 숨을 쉬어보지만이것 조차 편히 할 수없다숨을 못쉬어서 바들거리는 이 순간에도 나는 혼자이다앞으로도 나는 모든순간에 혼자일것이다조만간 맞이할지도 모를 그 마지막 순간에도 나는 혼자일것이다,19/10/25 03:49,"['죽지마 너무공감가는 내용이라 댓글남긴다', '걔내때매죽지마 사랑받기싫은놈들이야...ㅠㅠㅠ']"
1342,엄마아빠를보면 화가솟구쳐 키워준건 정말감사하지만 당한게너무많아 너무화가나,19/10/25 00:09,[]
1343,"서울시청소년상담복지센터안녕하세요.상담 관련해서 글 남겨드려요.요즘 저는 서울시청소년상담복지센터에서 상담을 받고 있어요. 만 24세 이하는 법적으로 청소년이라 신청할 수 있습니다. 가격도 회당 5,000원으로 부담이 없고 상담해주시는 분도 모두 관련전공으로 석사이상 하신 분들만 계십니다.가끔 가서 이야기를 하는 것만으로도 참 많이 위안이 되는 것 같아요. 이곳에 계신 분들도 혹시 필요하다고 느끼신다면 이곳에 가서 도움을 받아보셔도 좋을 것 같아요.모두들 힘내세요. 우울증은 감기같은 것이라서 나을 수 있고 나를 힘들게 하는 것은 외부에서 찾아오는 거래요. 우리 모두 자책하고 힘들어하는 것들 그만둘 수 있게 되길 바라요.",19/10/24 18:50,[]
1344,물쿠션 자살하면 사고사로 처리되는 경우 많다던데 수면제랑 쿠션만 있으면 되는건가,19/10/24 15:22,[]
1345,사는게 너무 힘들다.,19/10/21 21:16,['ㅇㅈ']
1346,난 세상이 너무나도 두렵고 끔찍한일에대한 걱정이 끝이없는데 어떻게 다른사람들은 웃으며 살아가는걸까,19/10/21 12:22,[]
1347,불안은 정말 최악의감정이다,19/10/21 10:25,[]
1348,너무 힘들어. 다 괜찮아질거라고 해줄래.,19/10/19 19:35,"['다 괜찮아질거야', '시간 지나고 나면 아무것도 아니였구나..싶은 순간이 올거야!', '인생의 굴곡은 어두운 만큼 밝아진다. 지금 이 뭐같은 시간은 훗날 너에게 다시 좋은 날을 선물해줄거란다', '너무 좋은 말이다. 고마워요', 'XD', '고마워요 정말.']"
1349,이 우울의 끝은 언제일까,19/10/19 14:01,[]
1350,"얘들아 성격장애 테스트 한번 해봐나는 강박성, 분열성 성격장애로 나왔어",19/10/18 23:03,"['강박 히스테리 경계 해당되는데....', '성격장애도 정신과에서 진단받지 않는 이상 의미없어... 괜히 저 결과때문에 더 우울해지고 생각 깊어지기만 할듯', '음...물론 이 테스트의 결과가 절대적인 건 아니겠지. 전문가에게 진단받고 완전히 다른 결과가 나올 수도 있고. 그래도 나는 이 테스트가 내가 성격장애를 가지고 있을 수도 있겠구나 깨닫고 적절한 치료법을 모색하는 계기가 되었기 때문에 올린 거야. 괜히 생각 많아지게 했다면 미안해.', ';; 의존성 빼고 다 해당되게 나와서 하다 때려침 좆같네', '분열성이랑.분열형이랑.뭐가다른거야?']"
1351,인간관계 때문에 너무 우울해..사람들한테 상처도 잘 받고..,19/10/18 18:42,[]
1352,팀플 싫어 개짜증나 올가미같아 축 처져. 묘하게 기분나쁜 인간. 빨리 끝나서 더 안얽혔음 좋겠어.,19/10/17 11:14,"['왠지 나일듯 ㅠㅠ 미안해 같은 조라서...', '너 아닐꺼야 자기 탓 할 줄 아는 사람 아니거든ㅡㅡ', '설? 글?', '설', '근데 그게 중요해?', '미안해 내 얘기 하는거 같아서 그랬어..', '시험 잘보고 그 사람이랑 빨리 손절할 수 있으면 좋겠네..', '음 분탕인줄 알았어. 예민하게 반응해서 미안. 좋은 밤 보내.']"
1353,난 왜 이렇게까지 자기연민에 빠져서 혼자 우울해 하는걸까 솔직히 객관적으로 봤을때 내가 우울에 빠질 큰이유는 하나도 없는데 그냥 성격이 이상해 나 왜살지 진짜 성격바뀔수 있나 나도 밝게 웃으면서 살고십은데 그게 잘안돼 왜 안되는걸까 나도 내가 왜 우울에 잠식되서 사는지 모르겠어 가족관계 친구관계 주변 환경 다 아무런 문제가 없고 학업스트레스도 덜할편인데ㅣ 너무 편하게 살아서 오히려 잡생각이드는걸까 죽고싶다,19/10/16 10:54,"['원래 우울증인 사람들은 자기를 불쌍하게 여기고 싶어한대 그걸 계속 자각하고 순간의 우울을 즐긴다음에 정신차리고 다시 조금 이성적으로 생각해봐~ 내가 정말 슬픈가 불쌍한가 정말로 주변에 아무도 없는가!그러면서 긍정적으로 생각하는거지 내 주변엔 가족도있고 친구도있고~~이런식으로 화이팅!', '고마워 ㅠㅠ 난 그냥 천성인가봐ㅠㅠ 긍정적이고 밝은쪽으로 고쳐나가려고 노력해야겠다']"
1354,그거 알지내 자신이 싫어서 자살하고 싶은데자살도 못하는 내 자신이 더 싫어지는싸이클 ㅎㅎ,19/10/15 01:56,['알지... 한심한 나']
1355,연애는 커녕 친구도 없다,19/10/14 21:21,[]
1356,어딜가든 시간이 지나면  사람이 떠난다.친구가 없다,19/10/13 13:44,[]
1357,공부가 하나도 안 돼... 전공 5개 쳐야하는데 손에 잡히지도 않음... 시작도 안 했는데 나 어쩌면 좋지 걍 휴학하고 싶어,19/10/12 20:18,[]
1358,뇌가 소금물에 절여진 것 같아 너무 무서워 같이 밥 먹을 사람이 없어서 고립된 것 같다,19/10/12 17:43,"['혼밥이최고..', '설캠이야,,?']"
1359,이번엔 얼마나 갈까아침에 눈 뜨자마자 몰려오는 공허함에 어떻게든 사람의 흔적을 찾으려 애써도돌아오는건 더 깊은 공허함뿐이네,19/10/12 13:31,['외로워']
1360,와나 어떻게하지 과제랑 공부를해야하는데 불안하고 화가나서 뭐 아무것도 못하겠어 불안장애 어떻게나을수있는거야? 털어놓을곳도 여기밖에없어...,19/10/11 15:08,[]
1361,평범하게 웃고 떠들고 사람도 잘 만나고 재밌게 사는애들.. 그런애들처럼 나도 살수있을까..,19/10/11 10:29,"['난 안되더라 너무힘들다', '불안해미치겠는데과제는해야해..억지로카페왔는데너무힘들다']"
1362,불안에 관한 책을 많이읽는게 좋은걸까? 읽으면 좋은부분도 있지만 머리속이 더 복잡해지는것같기도하고..,19/10/10 17:14,"['저는 다자이 오사무 책 읽었는데 더 우울하네요.. 읽지 마세요 ㅠㅠ', '책을 맹신하지는 마 사실 너 자신이 더 잘 아는 부분이 더 많아']"
1363,취업준비하다 죽을것같아가슴이 너무 두근거려,19/10/10 16:34,[]
1364,두려운것이 너무많다 끔찍한일들이 내 의지와 상관없이 끊임없이 떠오른다 내가 이걸 이겨낼수있을까 강박증과의 기약없는싸움에 지친다.. 나같은사람이 또 있을까,19/10/09 11:28,"['집안사정까지힘드네..', '내 글에 공감눌러주는 한명아 너무고맙당 ㅜㅜ 항상 한명씩은 공감 눌러주는거같아', '고마워ㅠ 나 거의매일 하나씩 글쓰는데 공감눌러주는거 너니?', '어떻게하면 끔찍한생각을 그만할수있을까', '너 증상이 나랑 비슷해?', '공감해줘서고마워..']"
1365,죽으면 진짜 다 편해지지 않을까 진짜 자살마렵네,19/10/07 13:31,"['죽으면 어떻게 될까 사후세계가있나아니면 그냥 아무것도 없나근데 아무것도 없으면 편한느낌도 없지 않나 근데 아무것도없으니까 생에 대한 미련도 없을것 같긴하네', '난 사후세계 없이 그냥 죽으면 다 끝났으면 함', '그럼 끝난줄도모르자나', ""근데 편한것도 느낄 수 있어야 편한 것의 만족감(?),해방감이 느껴질텐데죽으면 '무'의 상태가 되는거잖아.. 아무것도 볼 수 없고 느낄 수 없고 그게 과연 편해지는거라고 할 수 있을까....나도 너무 죽고싶은 마음이 큰데자꾸 죽음에 대해서 생각하면할수록기분이 묘하고 그냥 모든게 다 허무하고..""]"
1366,괜찮아진거같아서 약 안먹은지2달째인데 먹을까.. 힘드네ㅜㅜㅜ,19/10/05 19:53,"['나랑 똑같아...', '난 결국 힘든채로 살아간다... 약 먹기싫어 뭔가', '약 먹어. 나도 예약함.']"
1367,세상에나혼자인느낌이야..사는것도무섭고죽는것도무섭다,19/10/05 16:27,[]
1368,이 게시판 만들어주신분 감사해요.. 힘들때 남에게 털어놓으면 미안한데 이런 게시판이 있어 힘들때 편하게 익명의 사람들에게 털어놓을수가 있네요 감사합니다,19/10/04 13:43,[]
1369,너무불안하다 그리고 외롭다 그리고 불안하다 그리고 외롭다 울고싶다 비현실감이 든다 너무 힘들다..,19/10/04 10:56,['가슴이너무아파..제발안아줘']
1370,죽음뒤가 너무 두려워..,19/10/03 17:02,"['난 어렸을때 태양이 꺼지는것도 두려웠어', '나랑 비슷하다']"
1371,우울하다는게 불행하다는 뜻은 아니다,19/10/03 16:56,[]
1372,이 불안은 도대체 언제 끝나는걸까지친다,19/10/03 11:08,[]
1373,"조울증, 우울증 때문에 인간관계 파탄나고, 학업 부진하고 아무것도 못하는 학우들 있어??나만 이런건 아니겠지...다들 힘내자....후우",19/10/02 11:37,"['나도 그래', '제가 지금 그래요 ㅠ']"
1374,맘껏울고싶은데 눈물도 찔끔밖에 안나온다,19/09/30 18:27,['슬픈 노래 들으면 잘 나오더라고 눈물이']
1375,희망이안보여...,19/09/29 17:02,[]
1376,"몇 주째 이유없이 우울하다. 내가 뭐하는건지 모르겠고, 나는 항상 부족하고, 남들이 나보다 행복해보이고, 계속 외롭고, 이유없이 죽고 싶다가, 쓸모없는 존재같고, 멍청한 나한테 화나고, 항상 나보다 잘 맞는 짝이 있는 것 같고, 나보다 남들과 있을 때 행복해보이고, 난 모르는 이야기로 밀려나고,  날 싫어할까 좋아할까 걱정하고, 뒤에서는 날 욕하진 않을까 맘졸이고, 가슴이 죄여오는 답답함이 이어져서 우울함이 사라지지가 않는다.",19/09/28 18:54,[]
1377,이세상에 나한테 관심있는사람이 하나도없구나난쓸모없는 백수고 내가지금 죽어도 아무도모르겠지아무도나랑 같이있어하고싶질않네 내가노력할수록 다들더멀어지고,19/09/28 03:36,"['삭제된 댓글입니다.', '다가가줄거아니면 이런 무책임한 말 하지마', '나 그래서 요즘 내자신한테 매일 편지쓰는중이야 억지로라도 ㅇㅇ아 너는 충분히 괜찮은 사람이야 사랑해 다괜찮아 이런식으로.. 아무도 그런말을 안해주니까 그냥 누군가가 나에게 위로해준다고 생각하면서 그렇게 써보고있다']"
1378,나는 겁이 진짜많다. 강박증 불안증 우울증 모두 아주어린시절부터 있었다. 성인이되고나서⁵야 병인걸 알았다. 죽는것도 무섭고 사는것도 무섭다. 평범한감정으로 살수있다는 1퍼센트의 희망을 잡아야겠다.,19/09/26 23:44,[]
1379,이렇게힘들어도되나,19/09/26 15:11,[]
1380,사람이 무서워아무도 날 신경 안쓴다는 거 너무 잘 아는데나를 이상하게 볼까봐 나를 싫어할까봐항상 걱정되고 너무 무서워사람이 다가와주면 엄청 기쁜데 한편으로는 언제 나를 떠나갈지 몰라서 불안해나는 언제까지 이렇게 사는 거지,19/09/24 01:21,[]
1381,girl in red-i'll die anyway.많이 공감되어성...,19/09/23 22:40,"['삭제된 댓글입니다.', '무슨뜻임', '아냐 잘 들었쏘 추천해줬는데 고맙다면 좋지']"
1382,나같은사람 있어? 그게 누구든 상황에 따라 뉴스나 사람들 입에 오르내리는 특정인들에 깊게 감정이입해서 그사람들이 듣는 욕을 내개 듣는것같이 느껴..,19/09/21 19:10,[]
1383,너무너무두려워...,19/09/21 06:41,[]
1384,개강 초에 공황발작 한 번 왔었거든..진짜 용기내서 부모님께 말했더니 참으래숨막혀서 죽을거같다니까 그래도 참고 다니래하긴 뭘 알겠어 학교에서 괴롭힘당할때도 아랑곳 않고단지 시험 못봤다고 책으로 때리던 사람들인데,19/09/20 21:07,"['말도안되는소리임 병원가고 좋은책읽고 힘내', '안겪어본사람은 이해못하니까 이해받기를 포기하는게 좋을때도있어', '감사합니다...지금껏 들었던 말보다 가장 위안이 되네요', '안겪어보면 모른다.. 시발 근데 어쩌겠냐 고통받을수록 우리만 손해인것을', '감사합니다 그래도 가족이라고 붙들고 있었는데 좀 슬프긴 하네요', '삭제된 댓글입니다.', '이딴 공감성 없는 소리나 해댈거면 너야말로 다시 생각해봐😣', '넌 공감받으려고 여기오니? 그리고 어느 부모가 자식이 학폭을 당했는데 그걸 방관하고 있어 항상 억울하게 생각하고 본인상황을 역겹게 만드는 일방적 추론도 병이야', '내가 말 안했을거같냐?ㅋㅋㅋ 자식이 학교에서 무슨 일이 있는지 관심조차 없는 부모들 생각보다 꽤 있다ㅋㅋㅋㅋ잘 알지도 못하면서 일침하고 보는 것도 그닥 정상은 아닌 것 같아ㅋㅋㅋㅋㅋ', '나와 비슷한 생각을 가진 사람이 있다는 것만으로도위로받을 때가 있어요. 혼자 남겨져 그 누구도 어떤 것도나를 이 우물에서 구해주지 못해도, 내가 있는 우물 안을들여다봐주는 게 참 고마울 때가 있어요.게시판이 여러분에게 그런 장소가 되었으면 합니다.여기에서만큼은 숨겨왔던 감정 다 털어놓으셨으면좋겠습니다. 아무도 우울증에 대해 나무라지 않으니까요.그리고 풀어냄으로써 당신의 짐이 조금이라도 줄어들면좋겠습니다.', '이게 게시판 취지라는데 뭔ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ', '윗댓새끼뭐야;나도10명한테왕따당했을때 니가 당할만해서 당한거라고 엄마한테 폭언들었는데', '그니까ㅋㅋㅋㅋ세상에 ㅂㅅ참 많다고 웃고 넘어가려고ㅋㅋ 너도 가족에게 더 이상 상처받지 않았으면 좋겠다']"
1385,이 곳은처음 와서 글 읽는데생각보다 마음이 힘드신 분들이 많아마음이 아프네요...위로는 안되겠지만 다들 일상으로 돌아오실거에요.맛있는거 먹고 좋은 주말 보내요 우리,19/09/20 18:49,[]
1386,너무불안하고생각이많아서 폰중독이되어버렷다 폰에빠지면 생각이 덜나서,19/09/20 11:07,[]
1387,자살하는 것도 죄스러워 잔혹한 살인마나 비극적인 사고의 희생자 1로 숨어 사라지고 싶네,19/09/20 07:49,['헐이거맨날내가하는생각인데내스스로죽긴너무비참함차라리죽여줬으면']
1388,다들 우울할 때 어떻게해. 너무 스트레스 받을때,19/09/19 23:25,"['하루종일누워서폰중독 or 나가서 미친듯이 뛰기', 'ㄹㅇ 뛰는거👍🏻', '나는달리기로우울증을이겨냿다? 라는책도있던데']"
1389,외대의 다크템플러 = 나대학생활 4년동안 누구랑 말해본 기억이 손에 꼽을듯ㅋㅋ부모님은 서로 사이가 안 좋아서 별거하면서 이혼 얘기오가고 나는 슴살 되자마자 독립해서 집 나옴중학교 때 왕따 심하게 당해서인지 사람이랑 건강한 관계를 맺는 법을 모르겠어. 고등학교도 아싸로 지냈는데 대학교도 아싸행 우리 과에서 내 존재조차 모르는 사람이 태반일듯ㅋㅋ하루종일 자취방 학교 자취방 학교 방학 때면 거의 3달동안 말 한마디 안할 때도 있음옛날엔 그래도 그냥 살았는데 요새 들어 자꾸만 사라지고 싶다는 생각이 듬 내가 유령같아 이대로 사라지던가 아니면 영원히 잠만 잤으면 좋겠어,19/09/19 21:01,"['힘내라.. 너무 안쓰럽다', '님 저랑 같네요..']"
1390,강박적인 생각들이 일상을 지배하고있어서 너무두렵고 힘들다,19/09/19 18:24,[]
1391,오늘은 너무 힘든날이었어.잘 안풀리는 날.,19/09/19 17:02,[]
1392,하루라도 걱정없이 살아보고 싶다,19/09/18 00:20,[]
1393,우울증약 먹으니까우울한 감정이 약해졌는데반대로 기쁜 감정도 엄청나게 무뎌졌어...이게 사람사는건가 싶다,19/09/17 21:36,[]
1394,우울증 있는 사람끼리 편하게 얘기하고싶다,19/09/16 22:54,"['쪽지할래?', '오 나도 그런데']"
1395,우울증 치료가 너무 받고싶어.. 분명 나는 열정 넘치고 하루하루 그냥 보내기 아까워 하던 사람인데 이제는 잠을 못 자 무기력하고.. 그냥 이게 일시적인 건 줄 알았는데 오늘 친구한테 넋이 나간것 같다는 말을 듣는데 미치겠더라.. 말이 너무 길었다..우울증 치료받으려고 하는데 병원 좀 추천해줘 왠만하면 학교랑 가까운 곳으로.. 설캠이야!,19/09/09 08:38,[]
1396,힘든 일이 있을 때마다 머리가 너무 아프다.  누군가한테 기대고 싶은데 그럴 때마다 내가 그저 감정 쓰레기통이 필요한 것은 아닐지 의심하며 그마저도 그냥...포기한다. 징징거리는 것도 지겹다. 듣는 사람들도 지겹겠지. 가족들도 적이다. 깎아내리지 못해서 안달인 사람들. 날 아무도 사랑해주지 않아. 근데 혼자 힘으로 이겨나가기에 난 너무 지쳐버렸어.....매일매일이 슬프고 힘들고 난 이제 아무것도 이뤄낼 수 없어...,19/09/08 02:48,"['무슨 일이야? ㅠㅠ', '그냥.......버거워 나한테 주어진 책임이 너무 막중하고 난 할 수 없을 게 너무 분명해서 더더욱 하고싶지 않아.....']"
1397,너무너무 내 자신이 역겹다 역겨워,19/09/07 22:54,"['자기사랑이뭔지모르겠어', '내가 가루가 됐으면 좋겠어']"
1398,어제 잠깐 괜찮아졌었는데 다시 힘들다근데 우울증게시판에 왤케 사람이 없는느낌이지..,19/09/07 19:10,"['여긴왜이리댓글이안달리지ㅠ 다들 우울해서그런가보당..', '그런거 같아요...ㅠ 다들 너무 힘들어서 다른이의 힘듬에 공감 못해주는 걸수도...']"
1399,너무 공감,19/09/07 17:40,[]
1400,"한국이 너무 싫고, 떠나버리고 싶어서 1년동안 여기저기 해외취업, 이민 정보들 알아보고 그랬는데 .. 내가 잠정적으로 내린결론은,난 그냥 우리나라가 싫은게 아니라사실 내 자체가, 내 인생이.. 마음에 안들었던거더라유토피아를 꿈꾼게지. 어딘가에서는 행복해질수있을까하고.근데 다 나름대로의 장단점이 있더라. 굳이 한국을 떠날만큼의 메리트가 있는가 싶기도하고.삶의공간이 바뀌어도 내 스스로가 바뀌지 않는이상 이 지긋지긋한 우울속에서 벗어나오지 못하겠지",19/09/07 17:08,"['공감된다. 내가 외대를 온건, 해외무대를 꿈꾸는 진취적 인간이라는 착각속에 살아온건, 사실 단지 이 쓰레기같은 현실로부터 도망치기위해서였을 뿐이야. 허울만 좋았을 뿐 마음은 텅 비었지...']"
1401,태풍오니까 더 불안하고 우울해..,19/09/07 13:03,[]
1402,너무 우울해서 그러는데 병원치료받으면 나아질까?병원비걱정도되고약먹고 상담받는다고 나을까싶기도하고학교에 친구도없고 살기싫고그냥 너무 우울한데 어떻게 해야할지 모르겠어,19/09/06 15:23,"['나랑 비슷한 상황이구나...나도 병원 치료를 생각하고는 있는데 정말 가보기는 겁나기도 하고 진단을 받으면 인정하기 싫을 것 같기도 해.나는 별도로 심리 상담을 하고 있는데 좀 개선된 부분이 있기도 했어.너도 생각 있으면 학교 심리상담센터도 이용해 보고,맞는 방법을 찾아서 힘내서 지냈으면 좋겠어.지금도ㅠ반드시 누군가는 너가 잘 지내길 바라고 있을 거야 힘내자', '심리상담 좋을거같다ㅜㅜ 고마워! 우리 같이 열심히살아보자', '나는 미쳐버릴것같아서 병원+약물치료+상담치료+학교상담+요가+명상+달리기+감정관련책읽기 하고있어 퐈이팅넘치게는 못하지만 좀비처럼 하루하루 저렇게하다보니 예전보단 나아짐', '진짜 노력 많이하는구나ㅜㅜ 그래도 나아졌다니 다행이네ᆢ 나도 좀 나아졌으면 좋겠다', '나는 우울 불안 20년넘어서ㅜㅜ 지겨워서 벗어나고싶다아아악 나도아직 심해']"
1403,와 오늘 뭐냐 진짜 주체할 수 없는 우울감은하...,19/09/06 14:33,[]
1404,얘들아 나 1학기때 진짜 살아있는게 신기할정도로 힘들었거는 근데 지금 그때에비하면 굉장히많이나아진상태인데 병원에서 성격기질검사에서 너무심각하게나왔어 나아직도너무심각한가봐 무서워,19/09/06 12:50,[]
1405,우울해... 세시 반에 깨서 지금껏 못 잤어내가 이뤄놓은 게 아무것도 없는 것 같고 앞으로도 엉망진창이 되어버릴 것 같아 두려워내가 가지고 있는 걸 지키긴 커녕 잃어버릴 것 같아,19/09/05 06:05,[]
1406,"불면증 치료 받아보신분 계신가요?우울하고 생각이 많아져서 잠을 몇시간동안 못자요..악몽도 잘꾸고 새벽에 한번씩깨요개강하고 술마시면 잘 잘 수있을거라 생각했는데이젠 그러지도 않네요불면증 약 드셔보신 분 있음 어떻게 처방받으셨는지,효과는 있었는지 알려주실수있을까요 ?",19/09/05 01:24,"['저는 명상하고 불면증 많이나아졌어요.. 약은 옛날부터 불안장애약 먹고있었구요', '정보 감사합니다☺️', '저도명상이요. 유튜브 브레이너 제이의 수면여행 추천해요. 병행해서라도 한번해보세요.', '감사합니다!']"
1407,우울증 치료받으러 정신과 가보신 분 지금 저도 빨리 가고싶은데 돈이 없어서 아빠 카드로 결제해야할거같은데 결제내역에 정신과 뜨나요ㅠ 다들 어떻게 하셨나요,19/09/05 01:19,"['뜰거예요 아마 병원이름으로ㅠ', '그럼 어떡하죠 ㅠ 님은 어떻게 하셨어요', '저는 가족들이 이미 알았어요!', 'ㅜㅜ가족들이 몰랐으면 해서요...', '용돈달라하세요 교재사야한다고ㅠ', '아 아빠가 신용카드 주셨거든요 그걸로 옷 사라고 주신건데 아직 쓸 수 있는 금액이 남아서 그걸로 해결하려고한거였거든요', '현금으로 교재비 걷는다고하세요!', '부교재같은거 현금으로 교수한테 직접 사기도하잖아요', '아 그런 방법이 있네요 감사합니다 !']"
